# Constructed from biom file																																			
#OTU ID	HL1HFP1	HL1HFP2	HL1HFP3	HL1HFU1	HL1HFU2	HL1HFU3	HL2HFP1	HL2HFP2	HL2HFP3	HL2HFU1	HL2HFU2	HL2HFU3	HL3HFP1	HL3HFP3	HL3HFU1	HL3HFU2	HL3HFU3	SY1HFP1	SY1HFP2	SY1HFP3	SY1HFU1	SY1HFU2	SY1HFU3	SY2HFP1	SY2HFP2	SY2HFP3	SY2HFU1	SY2HFU2	SY2HFU3	SY3HFP1	SY3HFP2	SY3HFP3	SY3HFU1	SY3HFU2	SY3HFU3
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Terrisporobacter	0	7.87E-06	7.32E-06	0	7.27E-05	0	0	1.77E-05	0	0	2.27E-05	0	0	0	0	3.06E-05	0	1.05E-05	1.08E-05	3.20E-06	0	4.39E-06	0	0	3.82E-06	5.37E-06	0	0	0	1.66E-05	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales_fa;Gottschalkia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales_fa;Tepidimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales_fa;Tissierella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Thermotaleaceae;Thermotaleaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Thermincolales;Thermincolaceae;Thermincola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfitobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69E-06	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus	0	0	3.66E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82E-06	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Heliobacteriaceae;uncultured	1.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-06	0	0	1.70E-05	0	0	3.69E-06	0	0	0	5.52E-06	0	0	0	0	0	0	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfallas-Sporotomaculum;Desulfallas-Sporotomaculum_ge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-05	0	0	0	0	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfotomaculales_fa;Cryptanaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37E-06	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfotomaculales_fa;Pelotomaculum	0	0	3.66E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Firmicutes_unclassified;Firmicutes_unclassified;Firmicutes_unclassified;Firmicutes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69E-06	0	5.37E-06	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Incertae_Sedis;DTU014;DTU014_fa;DTU014_ge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;Limnochordaceae_ge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Limnochordia;Limnochordia_or;Limnochordia_fa;Hydrogenispora	0	1.57E-05	1.10E-05	0	0	0	6.55E-06	0	0	5.88E-06	0	0	1.77E-05	2.71E-05	0	3.06E-05	0	0	5.40E-06	0	0	0	0	1.47E-05	1.91E-05	2.15E-05	0	0	0	1.66E-05	2.30E-05	0	0	3.84E-05	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Anaerosinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69E-06	0	0	0	0	4.27E-06	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Sporomusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;uncultured	0	0	7.32E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-05	0	0	0	0	0
Bacteria;GAL15;GAL15_cl;GAL15_or;GAL15_fa;GAL15_ge	0	3.94E-06	7.32E-06	0	0	0	0	0	0	0	0	0	0	8.13E-05	0	0	0	0	0	0	0	0	1.21E-05	3.69E-06	0	0	1.28E-05	0	0	0	4.60E-05	0	0	0	5.74E-06
Bacteria;Gemmatimonadota;AKAU4049;AKAU4049_or;AKAU4049_fa;AKAU4049_ge	0	0	0	5.75E-06	0	0	7.86E-05	3.54E-05	0	0	0	8.34E-06	0.000106261	2.71E-05	0	0	0	3.49E-06	0	0	0	0	0	0	0	0	0	0	8.53E-06	0	0	0	0	0	0
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonadaceae_unclassified	1.70E-05	0.000385763	0.00023055	0.000293238	7.27E-05	0.000169291	0.000130978	0.000884893	0.000386548	0.000976298	0.000681741	0.000892187	5.31E-05	0.000542226	0.000910125	0.000918639	0.001937258	3.14E-05	4.32E-05	1.92E-05	0.00017819	0.000355539	0.000531023	0.000110618	0.000263496	0.00023636	0.0010415	0.001121442	0.001305305	3.32E-05	0.000483236	6.65E-05	0.001915709	0.002244906	0.001407439
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	0.001936733	0.010069201	0.00873893	0.007112466	0.00370963	0.003329383	0.007734271	0.020688801	0.009663703	0.015556078	0.012521304	0.006362045	0.009598867	0.014965433	0.019340159	0.013197783	0.009373828	0.00050554	0.000864711	0.000522113	0.000424261	0.004744912	0.004688688	0.003008805	0.003318516	0.002632187	0.00223635	0.006242508	0.007166379	0.003182707	0.007501668	0.002924948	0.001436782	0.010533789	0.010024415
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter	8.49E-05	0.000492045	0.000347654	0.000362236	0.000363689	0.000352689	0.000327446	0.001256548	0.000386548	0.000382285	0.000931712	7.50E-05	0.000283361	0.000379558	0.000455063	0.000551184	0.000187477	5.93E-05	8.11E-05	4.80E-05	8.49E-05	0.000601344	0.000476713	0.000114305	0.000194758	0.00011818	9.58E-05	0.000701592	0.000473493	0.000132613	0.000460225	0.000132952	0	0.001132047	0.000970846
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured	0.001342122	0.006199762	0.005137964	0.002328657	0.001672971	0.001424863	0.011480252	0.025343339	0.003607783	0.008563195	0.008885354	0.003452014	0.020862481	0.011847635	0.023890785	0.012217901	0.007311586	0.000491594	0.001097102	0.00023383	0.000339409	0.002734579	0.004658516	0.003340659	0.005808359	0.002621443	0.002076611	0.004143257	0.009435733	0.003116401	0.011459604	0.002592568	0.004150702	0.010207606	0.022024989
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobiaceae_ge	3.40E-05	0.000177136	0.000267145	0.000235741	0	0	0.000157174	0.000265468	0.000257699	0.000276422	0	1.67E-05	0.000265651	0.000135556	0	3.06E-05	0	6.97E-06	0	6.41E-06	0	4.39E-06	3.02E-05	7.37E-06	3.82E-06	5.37E-06	0	2.21E-05	4.27E-05	0	0	0	0	1.92E-05	4.02E-05
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;YC-ZSS-LKJ147	0	0.000125963	3.29E-05	0.000137994	0.000145476	0	6.55E-06	0.000176979	0.000128849	0.000105864	4.54E-05	8.34E-06	0	0	0	0.000183728	0	0	0	0	0	0	0	3.69E-06	0	5.37E-06	6.39E-06	5.52E-06	0	0	0	0	0	0	0
Bacteria;Gemmatimonadota;S0134_terrestrial_group;S0134_terrestrial_group_or;S0134_terrestrial_group_fa;S0134_terrestrial_group_ge	1.70E-05	0.000145645	0.000252507	1.72E-05	7.27E-05	1.41E-05	0.000550109	0.000548634	0.000322123	7.65E-05	9.09E-05	6.67E-05	0.001186576	0.000650671	0	0.000153107	0	0.000101108	5.94E-05	5.13E-05	0	5.27E-05	1.81E-05	0.000317104	0.000469709	0.000843374	0	5.52E-06	2.99E-05	0.000513875	0.000713349	0.000797713	0	1.92E-05	0
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;Hydrogenedensaceae_ge	0	7.87E-06	3.66E-06	0	0	0	2.62E-05	5.31E-05	0	0	0	0	8.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;LCP-89;LCP-89_cl;LCP-89_or;LCP-89_fa;LCP-89_ge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Latescibacterota;Latescibacteria;Latescibacterales;Latescibacteraceae;Candidatus_Latescibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Latescibacterota;Latescibacteria;Latescibacterales;Latescibacteraceae;Latescibacteraceae_ge	0	1.18E-05	3.66E-06	0	0	0	6.55E-06	7.08E-05	0	0	0	0	0.000141681	5.42E-05	0	0	0	0	0	0	0	8.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Latescibacterota;Latescibacterota_cl;Latescibacterota_or;Latescibacterota_fa;Latescibacterota_ge	1.70E-05	5.90E-05	7.32E-06	0	0	0	1.96E-05	0.000477842	0	0	0	0	0.000177101	0.000108445	0	0	0	3.49E-06	5.40E-06	3.20E-06	0	0	6.03E-06	2.21E-05	2.67E-05	4.30E-05	0	0	0	1.66E-05	4.60E-05	0	0	3.84E-05	2.30E-05
Bacteria;MBNT15;MBNT15_cl;MBNT15_or;MBNT15_fa;MBNT15_ge	1.70E-05	2.76E-05	8.05E-05	0	0	0	9.82E-05	0.000106187	6.44E-05	0	0	0	0.000442752	0.00021689	0	6.12E-05	0	1.05E-05	1.08E-05	3.20E-06	0	4.39E-06	6.03E-06	0.000117992	0.000118382	0.00017727	6.39E-06	0	3.84E-05	4.97E-05	0.000253124	6.65E-05	0	3.84E-05	2.30E-05
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Sh765B-TzT-35	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71E-05	0	0	0	0	0	6.41E-06	0	0	0	0	2.67E-05	5.37E-05	6.39E-06	0	4.27E-06	0	2.30E-05	0	0	0	5.74E-06
Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;Rokubacteriales_fa;Rokubacteriales_ge	0.000101933	0.00097228	0.000413526	0.000316237	0	0	0.000988886	0.004530653	0.000515398	0.000464624	0.00034087	0.000108397	0.002302311	0.00084045	0.000682594	0.00045932	0.000124984	2.44E-05	4.86E-05	1.92E-05	5.09E-05	7.02E-05	4.22E-05	0.000129054	0.000362784	0.000161154	3.19E-05	0.00016573	5.55E-05	9.95E-05	0.001265619	0.000132952	0	0.000940174	6.32E-05
Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;WX65;WX65_ge	0	2.36E-05	1.10E-05	1.72E-05	0	0	3.27E-05	0.000141583	0	0	0	8.34E-06	0.000159391	8.13E-05	0	0	0	3.49E-06	0	0	0	0	0	3.69E-06	3.82E-06	2.15E-05	0	0	4.27E-06	0	2.30E-05	0	0	0	0
Bacteria;Myxococcota;Myxococcia;Myxococcales;27F-1492R;27F-1492R_ge	0	0	0	0	0	0	0	0	0	0	0	2.50E-05	0	0	0	0	0.000124984	0	0	0	0	0	0	0	0	0	0	0	8.53E-06	0	0	0	0	0	1.15E-05
Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter	1.70E-05	0.000106282	0.000135402	4.60E-05	0	2.82E-05	9.82E-05	0.000106187	0.000128849	5.29E-05	6.82E-05	7.50E-05	0.000177101	0.000298224	0	0.00024497	6.25E-05	0.000254513	0.000189155	0.000211408	1.70E-05	4.83E-05	0.000398267	0.000460908	0.000301683	0.000649989	3.19E-05	5.52E-05	0.000601464	0.000464145	0.000483236	0.000465333	0	0.000153498	0.000350424
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Aggregicoccus	0	0	0	0.000316237	7.27E-05	0.000366796	6.55E-06	0	0	0.000252897	0.000159073	0.000191779	3.54E-05	0	0	0.000336834	0	0	0	3.20E-06	8.49E-06	8.78E-06	9.65E-05	3.69E-06	1.15E-05	2.15E-05	0.000709243	5.52E-06	5.55E-05	0	0	0	0.000159642	0	2.87E-05
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Cystobacter	0	0.000196818	0	1.15E-05	0	0	0	0	0	0	0	8.34E-06	0.000265651	0	0	0	0	3.49E-06	0	0	0	0	0.000241374	0	0	0	0	0	5.55E-05	0	0	0	0	0	0.000109148
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcaceae_ge	0	5.90E-05	3.29E-05	9.20E-05	0.000363689	8.46E-05	0.000111332	0.000141583	0	5.29E-05	0.000113623	8.34E-06	5.31E-05	0	0	0.000275592	6.25E-05	3.49E-05	3.24E-05	3.20E-05	0	0.000136071	0.000120687	2.21E-05	1.15E-05	0.000230988	1.92E-05	0.00045852	0.000102377	3.32E-05	4.60E-05	0	0	0.00034537	6.32E-05
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcaceae_unclassified	0.000509667	0.001897324	0.000241528	0.000620975	0.000290951	0.000606625	0.001172256	0.001787484	0.000257699	0.000458743	0.001340757	0.001117318	0.001345967	0.002711129	0.000682594	0.000551184	0.000874891	0.00018827	8.11E-05	6.41E-05	2.55E-05	0.000197522	0.001146526	0.000158552	5.35E-05	0.000112808	6.39E-05	0.000303839	0.002845223	0.000331532	0.000437214	0.000132952	0.000159642	0.000594804	0.002832113
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus	0.0001529	0.001200589	8.05E-05	2.30E-05	0	0	0.000137527	0.000796404	6.44E-05	5.88E-06	2.27E-05	0	5.31E-05	0.001301342	0	0	6.25E-05	6.97E-06	0	1.28E-05	8.49E-06	0.000179964	0.000108618	0	3.82E-06	0	0	1.10E-05	0.000153565	0	0	0	0	0	0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42	3.40E-05	0.000196818	7.32E-06	8.62E-05	7.27E-05	0	0.000203016	0.000265468	0	1.76E-05	0	0	0.000177101	0.000244002	0.000227531	0	0	2.44E-05	0.001929386	7.69E-05	8.49E-06	1.32E-05	6.03E-06	0.000110618	0.002795344	5.37E-05	3.83E-05	1.66E-05	2.13E-05	3.32E-05	0.000598293	0	0	1.92E-05	0.000126382
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;uncultured	8.49E-05	7.87E-05	0.000117105	0.000212741	0.000218214	0.000479657	9.17E-05	7.08E-05	0	0.000258778	0.00034087	0.000717085	0.000212521	0.000189779	0.000227531	0.000153107	0.000687414	4.18E-05	1.62E-05	6.41E-06	8.49E-05	4.83E-05	0.000313786	7.74E-05	5.73E-05	0.000123552	7.03E-05	0.000138109	0.000255942	0.000149189	0.00018409	6.65E-05	0	0.000115123	0.000229786
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcales_unclassified;Myxococcales_unclassified	0	0	1.10E-05	0	0	0	0	0	0	0	0	8.34E-06	1.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.07E-05	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Vulgatibacteraceae;Vulgatibacter	0	1.57E-05	1.10E-05	5.75E-06	0	0	1.31E-05	0	0	0	2.27E-05	0	0	2.71E-05	0	0	0	2.79E-05	2.70E-05	4.16E-05	0	8.78E-06	0.000253443	0.000667394	0.000194758	0.000263219	8.31E-05	6.63E-05	0.000870203	0.000497298	0.000253124	0.000398857	0.000159642	9.59E-05	0.00156829
Bacteria;Myxococcota;Polyangia;Blfdi19;Blfdi19_fa;Blfdi19_ge	0.000101933	8.66E-05	4.03E-05	6.32E-05	0	4.23E-05	0.000504267	0.000176979	0.000128849	0.000105864	4.54E-05	0.000200117	0.000513592	0.000352447	0.000227531	0.000153107	0.000312461	8.02E-05	3.24E-05	3.84E-05	5.94E-05	7.90E-05	3.02E-05	0.004306721	0.010253414	0.002599956	1.28E-05	8.84E-05	0.001126145	0.003298743	0.011781761	0.000531809	0.001277139	0.000709927	0.000361913
Bacteria;Myxococcota;Polyangia;FFCH16767;FFCH16767_fa;FFCH16767_ge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium	0.001240189	0.002145315	0.000552587	0.001356946	0.000800116	0.001142712	0.00622802	0.008424182	0.003607783	0.00429336	0.004885808	0.004686067	0.007491366	0.008973838	0.007736064	0.008298374	0.010498688	0.001530566	0.002442807	0.001021804	0.000144249	0.000289699	0.001062045	0.002901875	0.003131396	0.003969767	0.001661289	0.001878277	0.004845838	0.006116766	0.007984905	0.004719803	0.006226054	0.005065428	0.004940399
Bacteria;Myxococcota;Polyangia;MSB-4B10;MSB-4B10_fa;MSB-4B10_ge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82E-06	3.22E-05	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystaceae_ge	0	0.000141709	1.46E-05	0	0	0	0.000327446	0.005150078	0	0	2.27E-05	0	0.000141681	0.000162668	0	0	0	0	0	0	0	8.78E-06	0	3.69E-06	3.44E-05	0	0	0	0	1.66E-05	0	0	0.000159642	0	0
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystaceae_unclassified	0	1.57E-05	0	0	0	0	0.000189919	0.00132734	0	0	0	0	0.000123971	2.71E-05	0	0	0	0	0	0	0	4.39E-06	0	0	0	0	0	0	0	0	0	0	0.000319285	0	0
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	0.0013761	0.002637359	0.000340335	0.000218491	7.27E-05	0	0.006077395	0.004442163	0.007215565	0.000846909	4.54E-05	4.17E-05	0.003577437	0.004744476	0.000910125	3.06E-05	0	0.000488108	0.000124302	2.56E-05	8.49E-06	0.000228247	1.21E-05	2.58E-05	4.20E-05	1.61E-05	6.39E-06	0.000220974	6.40E-05	0.000132613	4.60E-05	0	0.001596424	0.001707663	3.45E-05
Bacteria;Myxococcota;Polyangia;Polyangia_unclassified;Polyangia_unclassified;Polyangia_unclassified	0	2.36E-05	0	5.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;BIrii41_ge	0.000492678	0.002775132	0.000113445	0.000960212	0.001091068	0.000155183	0.015717401	0.02052952	0.005347249	0.002452508	0.001249858	0.001692654	0.019109183	0.036112241	0.002502844	0.010411244	0.010123735	0.000331216	0.000735004	7.69E-05	4.24E-05	0.000197522	9.05E-05	0.000774325	0.00096615	0.000150411	0.000357816	0.008109736	0.000571604	0.000397838	0.000414203	0.000132952	0.000478927	0.015906213	0.000488295
Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis	0.000169889	0.000287354	3.29E-05	5.17E-05	7.27E-05	1.41E-05	0.003005953	0.003203313	0.001352918	0.000464624	0.000181798	0.000475277	0.004232711	0.007238715	0	0.000153107	0.000374953	7.32E-05	0.000118898	3.84E-05	8.49E-06	2.19E-05	5.43E-05	0.000759576	0.000481166	8.59E-05	2.56E-05	7.18E-05	0.001074957	0.000629911	0.00092045	0.000265904	0	0.000920987	0.002556369
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Aetherobacter	8.49E-05	4.33E-05	7.32E-06	2.87E-05	0	1.41E-05	6.55E-06	0	0	1.76E-05	2.27E-05	4.17E-05	0	8.13E-05	0	0.000122485	0	2.09E-05	0	1.28E-05	1.70E-05	8.78E-06	0.00023534	0.000398224	0.000297865	1.61E-05	3.19E-05	0.000226498	0.000371116	0	0.001058518	0	0	0.000364557	0.000304466
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Labilithrix	0	3.94E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-06	0	3.20E-06	9.33E-05	2.19E-05	0.000199133	7.37E-06	0	0	0.000351426	1.66E-05	0.000209019	1.66E-05	0	0	0	1.92E-05	0.000252765
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter	0.000101933	0.000405445	0.00015004	0.000270239	0.000727379	0.000183398	0.000936495	0.002406909	0.000708672	0.001005705	0.001477105	0.001309097	0.001629328	0.001843568	0.001592719	0.001714793	0.004249469	0.001781593	0.004156015	0.000900084	1.70E-05	0.000272141	0.001798236	0.000881255	0.00171463	0.001101221	0.000249193	0.000425374	0.001672155	0.000994596	0.00257726	0.000265904	0	0.000825051	0.001930202
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Polyangiaceae_unclassified	0.000101933	6.30E-05	2.20E-05	5.75E-05	0	4.23E-05	4.58E-05	1.77E-05	0	0.000199965	0.000249972	0.000408572	7.08E-05	8.13E-05	0.000227531	0.000520562	0.00056243	0.00056481	6.49E-05	7.37E-05	1.70E-05	2.19E-05	0.000156893	0.003200543	0.001985764	0.00255161	2.56E-05	0.000110487	0.000631324	0.003663429	0.001150563	0.003124377	0	0.00021106	0.001079994
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Polyangium	8.49E-05	0.001043135	0	5.75E-06	0	0	0.000111332	0.000194676	0	0	0	0	0.000106261	0.00021689	0	3.06E-05	0	0.000115054	1.08E-05	9.61E-06	0	9.66E-05	0.000150859	7.37E-06	3.82E-06	0	6.39E-06	2.76E-05	0.000106643	0	4.60E-05	0	0	1.92E-05	5.74E-05
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium	0.002038667	0.003932421	0.000772158	9.20E-05	7.27E-05	0	0.001604485	0.001061872	0.006700168	1.18E-05	4.54E-05	8.34E-06	0.000513592	0.001301342	0	0	0	0.000156892	5.94E-05	1.28E-05	0	0.000588176	0.000844809	4.42E-05	3.82E-05	1.61E-05	6.39E-06	0.000237547	4.69E-05	4.97E-05	0	0	0	0.000115123	1.15E-05
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;uncultured	0	0.000141709	2.20E-05	0	0	0	0.000255408	0.000407051	0	0	0	0	0.000123971	0.000379558	0	0	0	0	5.40E-06	0	0	0	6.03E-06	7.37E-06	0	0	0	0	0	0	2.30E-05	0	0	0	0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiales_unclassified;Polyangiales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64E-06	5.37E-06	0	0	0	0	2.30E-05	0	0	0	0
Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus	0.000237844	0.000740035	6.22E-05	6.32E-05	0	0.000126968	0.000740028	0.001150361	0.001159644	0.000264659	0.001363481	0.001300759	0.000903214	0.000650671	0.000455063	0.000918639	0.000937383	2.09E-05	4.32E-05	6.41E-06	4.24E-05	4.39E-06	1.81E-05	5.16E-05	0.000733205	2.69E-05	1.28E-05	0.000132584	5.12E-05	1.66E-05	0.000943461	0	0.000159642	7.67E-05	0.000166595
Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	0.000492678	0.002877477	0.000131743	9.20E-05	7.27E-05	9.88E-05	0.001604485	0.003327198	0.000708672	0.000111745	0.000113623	8.34E-05	0.002426282	0.002168903	0	9.19E-05	0.000249969	0.000610135	0.00063232	0.000153751	2.55E-05	0.000153628	0.000144824	0.000357664	0.000171845	0.000230988	0.000249193	0.0016794	0.000294333	0.000331532	9.20E-05	0	0.00063857	0.000786676	0.000155106
Bacteria;Myxococcota;Polyangia;mle1-27;mle1-27_fa;mle1-27_ge	0.0001529	0.000326718	0.000102467	0.000218491	0	0	0.000111332	0.000318562	6.44E-05	8.82E-05	0	0	5.31E-05	0.000108445	0	6.12E-05	0	0.000101108	0.000794453	7.69E-05	1.70E-05	7.46E-05	0.000537057	0.000110618	0.000679742	0.000214872	0.000491997	5.52E-05	0.000528947	0.000149189	0.001541754	0	0.000159642	0.000115123	0.000436593
Bacteria;Myxococcota;bacteriap25;bacteriap25_or;bacteriap25_fa;bacteriap25_ge	0	0	3.66E-06	5.75E-06	0	0	0	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;NB1-j;NB1-j_cl;NB1-j_or;NB1-j_fa;NB1-j_ge	0	1.18E-05	2.56E-05	5.75E-06	0	0	0.000130978	0.000283166	0	0	0	0	0.000495882	0.000298224	0	0	0	6.97E-06	2.70E-05	1.60E-05	8.49E-06	0	0	0.000103243	8.78E-05	8.06E-05	1.28E-05	5.52E-06	4.27E-06	0.000132613	0.000276135	6.65E-05	0	0	2.87E-05
